음식점ID,인허가일자,소재지면적,음식점명
3020000-101-2019-00032,2019-01-31,322.62,풍미향
3020000-101-2019-00033,2019-02-01,145.62,커피빈코리아이태원제일기획옆점
3020000-101-2019-00034,2019-02-01,119.53,커피빈코리아신용산역래미안점
3020000-101-2019-00035,2019-02-01,58.94,블루누드
3020000-101-2019-00039,2019-02-13,155.99,원당감자탕
3020000-101-2019-00041,2019-02-13,36.36,이촌브리오슈
3020000-101-2019-00042,2019-02-14,52.23,와일드덕칸틴
3020000-101-2019-00043,2019-02-14,39.0,양빵베이크샵
3020000-101-2019-00044,2019-02-18,49.76,깔끄막갤러리카페&공방
3020000-101-2019-00048,2019-02-20,54.52,회산물식당
3020000-101-2019-00050,2019-02-22,27.44,서계동커피집
3020000-101-2019-00052,2019-02-27,166.25,용산양다리
3020000-101-2019-00053,2019-02-27,75.6,한남베르그
3020000-101-2019-00054,2019-02-28,29.0,한남한우곱창
3020000-101-2019-00056,2019-02-28,75.4,정다방
3020000-101-2019-00058,2019-02-28,120.0,훔볼트아지트
3020000-101-2019-00063,2019-03-04,150.0,참어랑
3020000-101-2019-00064,2019-03-04,49.0,헬리녹스아카이브
3020000-101-2019-00067,2019-03-05,79.44,에스파쎄 프랑세(ESPACE FRANCAIS)
3020000-101-2019-00074,2019-03-12,38.25,야키토리유다
3020000-101-2019-00075,2019-03-13,28.86,돼지세끼
3020000-101-2019-00078,2019-03-15,57.79,효뜨
3020000-101-2019-00082,2019-03-19,58.31,잭슨피자(이촌점)
3020000-101-2019-00083,2019-03-19,184.18,잭슨 클럽하우스
3020000-101-2019-00085,2019-03-20,33.0,취향
3020000-101-2019-00090,2019-03-21,81.16,레브온더힐(Reve on the hill)
3020000-101-2019-00093,2019-03-26,33.0,목포집포차
3020000-101-2019-00094,2019-03-26,50.0,킨키서울
3020000-101-2019-00096,2019-03-27,134.06,왕슈슈Since1924
3020000-101-2019-00097,2019-03-29,40.43,화이트버드(whitebird)
3020000-101-2019-00100,2019-03-29,20.0,머트 메이트(Mutt mate)
3020000-101-2019-00101,2019-04-01,175.0,하남돼지집 남영점
3020000-101-2019-00102,2019-04-01,53.31,어제의카레
3020000-101-2019-00104,2019-04-01,26.86,화끈신닭발.곱창
3020000-101-2019-00106,2019-04-02,40.0,코메리카
3020000-101-2019-00108,2019-04-02,134.09,로스가토스 (Los Gatos)
3020000-101-2019-00109,2019-04-03,44.73,한끼7788
3020000-101-2019-00110,2019-04-03,42.97,몽상가
3020000-101-2019-00116,2019-04-16,92.56,쟈니덤플링본관
3020000-101-2019-00119,2019-04-16,23.1,만원족발
3020000-101-2019-00120,2019-04-18,76.68,웨스트빙고
3020000-101-2019-00121,2019-04-18,211.2,더백테라스
3020000-101-2019-00122,2019-04-19,53.72,쏭타이 치앙마이
3020000-101-2019-00123,2019-04-19,33.55,보드람치킨 삼각지점
3020000-101-2019-00125,2019-04-19,308.86,카페@363(Cafe@363)
3020000-101-2019-00126,2019-04-23,62.28,올리비아하우스
3020000-101-2019-00127,2019-04-23,154.08,곰배령
3020000-101-2019-00129,2019-04-23,362.6,슈퍼막셰
3020000-101-2019-00132,2019-04-25,92.4,라인드한남
3020000-101-2019-00134,2019-04-26,56.89,한남동한우
3020000-101-2019-00137,2019-04-30,33.39,생활맥주
3020000-101-2019-00138,2019-04-30,26.0,홍어아저씨
3020000-101-2019-00141,2019-05-01,39.08,픽픽(pick pick)
3020000-101-2019-00142,2019-05-01,116.45,한남타츠
