음식점ID,인허가일자,소재지면적,음식점명
3150000-101-1997-04421,1997-12-01,82.98,소문난식당
3150000-101-1997-04422,1997-12-03,33.32,두꺼비해장국
3150000-101-1997-04432,1997-12-24,119.34,참숯소야갈비
3150000-101-1997-04441,1997-10-27,102.86,마산아구찜
3150000-101-1997-04446,1997-11-03,43.77,골목포차
3150000-101-1997-04447,1997-11-04,75.37,항아리수제비
3150000-101-1997-04451,1997-11-14,49.95,대왕곱창전골
3150000-101-1997-04466,1997-10-08,89.1,개성식당
3150000-101-1997-04476,1997-08-28,208.23,광어포차
3150000-101-1997-04477,1997-08-28,364.45,엉터리생고기
3150000-101-1997-04510,1997-08-13,456.71,양촌리
3150000-101-1997-04511,1997-08-14,114.53,전주해장국
3150000-101-1997-04514,1997-06-13,90.86,불량범생이포차
3150000-101-1997-04530,1997-05-16,87.3,본가왕해물찜
3150000-101-1997-04539,1997-05-29,39.62,짜장마을
3150000-101-1997-04590,1997-02-26,21.08,또오리식당
3150000-101-1997-04592,1997-03-03,62.24,쭈꾸미마을
3150000-101-1997-04598,1997-03-12,24.96,까치정육생고기전문점
3150000-101-1997-04615,1997-01-28,40.7,먹자삼겹살
3150000-101-1997-07341,1997-11-28,21.54,까치울
3150000-101-1997-07932,1997-12-26,61.89,만다린1997
3150000-101-1997-08232,1997-11-20,150.28,루비
3150000-101-1998-00919,1998-07-06,38.7,버블캐슬
3150000-101-1998-00921,1998-07-09,48.45,맛술
3150000-101-1998-00922,1998-07-10,29.7,굴사냥
3150000-101-1998-00933,1998-08-14,82.4,뱅크라이브
3150000-101-1998-00956,1998-02-21,24.8,불새술집
3150000-101-1998-00966,1998-03-06,29.74,드럼통생고기
3150000-101-1998-00990,1998-02-02,28.7,여기가좋겠네
3150000-101-1998-01706,1998-12-16,66.22,술짠
3150000-101-1998-01764,1998-09-24,39.98,짱구분식
3150000-101-1998-01766,1998-09-24,26.24,물만난 감자탕이랑 닭갈비
3150000-101-1998-01772,1998-10-01,31.85,금송도
3150000-101-1998-01786,1998-09-09,49.5,꿈꾸는돼지
3150000-101-1998-01796,1998-07-31,27.65,아몬드치킨
3150000-101-1998-01813,1998-07-22,29.93,비어훼밀리
3150000-101-1998-01814,1998-07-22,29.04,소문난순대국
3150000-101-1998-01827,1998-07-16,21.3,하우디피자치킨
3150000-101-1998-01854,1998-06-01,48.93,아주커치킨
3150000-101-1998-01894,1998-04-03,59.76,양천칼국수
3150000-101-1998-01895,1998-04-06,33.6,한상차림
3150000-101-1998-01925,1998-03-12,39.65,일번지호프
3150000-101-1998-01931,1998-02-27,31.94,정통식당
3150000-101-1998-01950,1998-02-09,73.5,진화로
3150000-101-1998-03565,1998-06-26,47.15,귀한족발 등촌점
3150000-101-1998-03568,1998-10-01,47.71,하이애나
3150000-101-1998-04260,1998-12-08,98.38,국민전통갈비 미소그릴
3150000-101-1998-04262,1998-12-11,54.75,마포갈매기 까치산점
3150000-101-1998-04318,1998-08-22,35.2,등촌 누룽지 통닭구이
3150000-101-1998-04322,1998-08-28,53.57,설문동본갈비 화곡
3150000-101-1998-04341,1998-07-18,115.6,한쌈 마을
3150000-101-1998-04348,1998-05-19,110.46,한국피자헛화곡점
3150000-101-1998-04356,1998-06-05,257.94,화곡 정육식당
3150000-101-1998-04364,1998-04-22,66.6,영산강숯불민물장어
3150000-101-1998-04385,1998-03-30,46.06,호수양곱창구이전문점
3150000-101-1998-04406,1998-02-24,40.55,내당흑염소
